loc_id	full_address
str_58129	None, KLCC, Kuala Lumpur
str_56020	None, KLCC, Kuala Lumpur
str_60071	None, KLCC, Kuala Lumpur
str_59644	None, Rawang, Selangor
str_55507	None, Kuching, Sarawak
str_59140	None, Senai, Johor
str_56883	None, Jelutong, Penang
str_56992	None, Jelutong, Penang
str_57062	None, Puchong, Selangor
str_55705	None, Puchong, Selangor
str_60058	None, Wangsa Maju, Kuala Lumpur
str_59674	None, Penampang, Sabah
str_59707	None, Kepong, Selangor
str_57000	None, Ampang, Kuala Lumpur
str_59846	None, Ayer Itam, Penang
str_57969	None, Ayer Itam, Penang
str_59767	None, Cheras, Kuala Lumpur
str_57542	None, Cheras, Kuala Lumpur
str_59622	None, Selayang, Selangor
str_58716	None, Sentul, Kuala Lumpur
str_56022	None, Ampang, Selangor
str_56855	None, Masai, Johor
str_57235	None, Bangsar, Kuala Lumpur
str_59402	None, Batu Maung, Penang
str_60374	None, Cyberjaya, Selangor
str_59784	None, Georgetown, Penang
str_56994	None, Gombak, Selangor
str_56585	None, Keramat, Kuala Lumpur
str_55633	None, Keramat, Kuala Lumpur
str_57059	None, KL City, Kuala Lumpur
str_57465	None, KL City, Kuala Lumpur
str_57072	None, Shah Alam, Selangor
str_59313	None, Sungai Dua, Penang
str_55447	None, Johor Bahru, Johor
str_57365	None, Cheras, Selangor
str_60147	None, Johor Bahru, Johor
str_59197	None, Mantin, Negeri Sembilan
str_60196	None, Putrajaya, Putrajaya
str_56799	None, Bandar Sunway, Selangor
str_59704	None, Pulau Tikus, Penang
str_59937	None, Segambut, Kuala Lumpur
str_58341	None, Ayer Itam, Penang
str_59521	None, Kuantan, Pahang
str_58093	None, Sungai Dua, Penang
str_59507	None, Bangi, Selangor
str_57975	None, Bukit Jambul, Penang
str_56001	None, KLCC, Kuala Lumpur
str_55436	None, Subang Jaya, Selangor
str_56526	None, Subang Jaya, Selangor
str_57363	None, Subang Jaya, Selangor
str_57800	None, Subang Jaya, Selangor
str_58127	None, Kota Kinabalu, Sabah
str_57792	None, Shah Alam, Selangor
str_58597	None, Kota Kinabalu, Sabah
str_59654	None, Kota Kinabalu, Sabah
str_55669	None, Kota Kinabalu, Sabah
str_59307	None, Kota Kinabalu, Sabah
str_55727	None, Kota Kinabalu, Sabah
str_59740	None, Ulu Klang, Selangor
str_60045	None, Cheras, Kuala Lumpur
str_60286	None, Kajang, Selangor
str_56496	None, Batu Caves, Kuala Lumpur
str_57027	None, Semenyih, Selangor
str_57128	None, Sungai Ara, Penang
str_58570	None, Cheras, Kuala Lumpur
str_55943	None, Puchong, Selangor
str_55604	None, Batu Ferringhi, Penang
str_56418	None, Ampang, Selangor
str_58149	None, Ara Damansara, Selangor
str_56388	None, Ara Damansara, Selangor
str_58874	None, Bandar Sunway, Selangor
str_58461	None, Bangsar, Kuala Lumpur
str_57748	None, Bukit Jalil, Kuala Lumpur
str_57117	None, Bukit Mertajam, Penang
str_60191	None, Batu Caves, Selangor
str_58571	None, Jinjang, Kuala Lumpur
str_57339	None, Tanjung Bungah, Penang
str_56633	None, Tanjung Bungah, Penang
str_55568	None, Tanjong Tokong, Penang
str_59781	None, Tanjong Tokong, Penang
str_56721	None, Wangsa Maju, Kuala Lumpur
str_58712	None, Senawang, Negeri Sembilan
str_60108	None, Ulu Klang, Selangor
str_58477	None, Segambut, Kuala Lumpur
str_59183	None, Bandar Kinrara, Selangor
str_57343	None, Kota Damansara, Selangor
str_56269	None, Seri Kembangan, Selangor
str_59696	None, Kajang, Selangor
str_57264	None, Tanjong Tokong, Penang
str_58653	None, Bukit Minyak, Penang
str_58074	None, Ijok, Selangor
str_56621	None, Puchong, Selangor
str_60399	None, Bukit Bintang, Kuala Lumpur
str_55623	None, Ampang Hilir, Kuala Lumpur
str_58664	None, Ampang Hilir, Kuala Lumpur
str_55691	None, Bukit Bintang, Kuala Lumpur
str_58187	None, Bukit Bintang, Kuala Lumpur
str_59414	None, Bukit Mertajam, Penang
str_55938	None, Genting Highlands, Pahang
str_59002	None, Seri Kembangan, Selangor
str_60236	None, Kota Kemuning, Selangor
str_58141	None, Iskandar Puteri (Nusajaya), Johor
str_56215	None, Iskandar Puteri (Nusajaya), Johor
str_58519	None, Sungai Buloh, Selangor
str_59650	None, Bandar Bukit Raja, Selangor
str_59749	None, Bandar Sungai Long, Selangor
str_55551	None, Bandar Sungai Long, Selangor
str_55323	None, Iskandar Puteri (Nusajaya), Johor
str_57090	None, Iskandar Puteri (Nusajaya), Johor
str_59053	None, Jalan Klang Lama (Old Klang Road), Kuala Lumpur
str_60253	None, Masai, Johor
str_58798	None, Miri, Sarawak
str_56411	None, Shah Alam, Selangor
str_55393	None, Tambun, Perak
str_55769	None, Bangi, Selangor
str_57571	None, Klang, Selangor
str_56516	None, I-City, Selangor
str_59787	None, Kepong, Selangor
str_58054	None, KLCC, Kuala Lumpur
str_59878	None, Ayer Itam, Penang
str_55457	None, Jelutong, Penang
str_57850	None, Jelutong, Penang
str_57577	None, Johor Bahru, Johor
str_56232	None, City Centre, Kuala Lumpur
str_60367	None, Jelutong, Penang
str_55488	None, Penampang, Sabah
str_57588	None, Ampang, Kuala Lumpur
str_59585	None, Ampang, Kuala Lumpur
str_55740	None, Ampang, Kuala Lumpur
str_56725	None, Ayer Itam, Penang
str_57930	None, Ayer Itam, Penang
str_59189	None, Kepong, Kuala Lumpur
str_59340	None, Semenyih, Selangor
str_59565	None, Batu Pahat, Johor
str_57616	None, Masai, Johor
str_55470	None, Batu Maung, Penang
str_59286	None, Cyberjaya, Selangor
str_59019	None, Dutamas, Kuala Lumpur
str_55860	None, Georgetown, Penang
str_59699	None, KL City, Kuala Lumpur
str_60210	None, Shah Alam, Selangor
str_59201	None, Sungai Ara, Penang
str_57460	None, Cheras, Selangor
str_57436	None, Klang, Selangor
str_59841	None, Johor Bahru, Johor
str_56968	None, Johor Bahru, Johor
str_58535	None, Ampang, Selangor
str_57988	None, Balik Pulau, Penang
str_55753	None, Butterworth, Penang
str_58581	None, Melaka City, Melaka
str_55876	None, Melaka City, Melaka
str_56173	None, Gurney, Penang
str_57586	None, Bangi, Selangor
str_59466	None, Bachang, Melaka
str_56214	None, Cheras, Kuala Lumpur
str_58849	None, Subang Jaya, Selangor
str_60034	None, Jelutong, Penang
str_55317	None, Kota Kinabalu, Sabah
str_56623	None, Kota Kinabalu, Sabah
str_56717	None, Seremban, Negeri Sembilan
str_58724	None, Kajang, Selangor
str_56036	None, Batu Caves, Kuala Lumpur
str_56268	None, Batu Caves, Kuala Lumpur
str_56288	None, Mont Kiara, Kuala Lumpur
str_57811	None, Sungai Buloh, Selangor
str_59072	None, Taman Duta, Kuala Lumpur
str_58455	None, Ampang, Selangor
str_59353	None, Klang, Selangor
str_57842	None, Hulu Langat, Selangor
str_58958	None, Cheras, Kuala Lumpur
str_57223	None, Cheras, Kuala Lumpur
str_57796	None, Sungai Jawi, Penang
str_55418	None, Kapar, Selangor
str_56753	None, Selayang, Selangor
str_55416	None, Bayan Lepas, Penang
str_59150	None, Tanjong Tokong, Penang
str_59503	None, Ara Damansara, Selangor
str_59371	None, Ara Damansara, Selangor
str_57931	None, Rawang, Selangor
str_56134	None, Bandar Sunway, Selangor
str_58976	None, Bukit Jalil, Kuala Lumpur
str_55534	None, Bukit Jalil, Kuala Lumpur
str_57840	None, Bukit Mertajam, Penang
str_59864	None, Petaling Jaya, Selangor
str_56796	None, Masai, Johor
str_59016	None, Puchong, Selangor
str_59536	None, Johor Bahru, Johor
str_55492	None, Tanjung Bungah, Penang
str_55834	None, Puchong, Selangor
str_58837	None, Puchong, Selangor
str_57406	None, Subang Jaya, Selangor
str_59039	None, Sentul, Kuala Lumpur
str_56729	None, Ampang Hilir, Kuala Lumpur
str_55468	None, Kota Damansara, Selangor
str_59873	None, Seri Kembangan, Selangor
str_57583	None, Seri Kembangan, Selangor
str_58633	None, Kajang, Selangor
str_57668	None, Ampang Hilir, Kuala Lumpur
str_56364	None, Ampang Hilir, Kuala Lumpur
str_55569	None, Bandar Kinrara, Selangor
str_55725	None, Kota Damansara, Selangor
str_59395	None, Permas Jaya, Johor
str_58505	None, Telok Kemang, Negeri Sembilan
str_56509	None, Jalan Ipoh, Kuala Lumpur
str_58694	None, Ara Damansara, Selangor
str_59938	None, Setiawangsa, Kuala Lumpur
str_58174	None, Seri Kembangan, Selangor
str_60122	None, Pasir Gudang, Johor
str_56395	None, Bandar Kinrara, Selangor
str_59971	None, Damansara Heights, Kuala Lumpur
str_56583	None, Iskandar Puteri (Nusajaya), Johor
str_55782	None, Kampung Kerinchi (Bangsar South), Kuala Lumpur
str_60384	None, Jalan Klang Lama (Old Klang Road), Kuala Lumpur
str_55414	None, Jalan Klang Lama (Old Klang Road), Kuala Lumpur
str_60251	None, Ipoh, Perak
str_55336	None, Ipoh, Perak
str_58381	None, Muar, Johor
str_57165	None, Kapar, Selangor
str_59393	None, Taiping, Perak
str_57485	None, Tanjung Bungah, Penang
str_56249	None, Cheras, Selangor
str_59376	None, Gelugor, Penang
str_55806	None, KLCC, Kuala Lumpur
str_58590	None, Klebang, Melaka
str_58637	None, Rawang, Selangor
str_57866	None, Kuching, Sarawak
str_56722	None, Banting, Selangor
str_59446	None, Ipoh, Perak
str_59175	None, Labu, Negeri Sembilan
str_59999	None, Penampang, Sabah
str_56429	None, KL City, Kuala Lumpur
str_56634	None, Ampang, Kuala Lumpur
str_57071	None, Ampang, Kuala Lumpur
str_59943	None, Ampang, Kuala Lumpur
str_58514	None, Ayer Itam, Penang
str_57817	None, Cheras, Kuala Lumpur
str_60331	None, Cheras, Kuala Lumpur
str_59847	None, Cheras, Kuala Lumpur
str_58242	None, Kepong, Kuala Lumpur
str_57495	None, Selayang, Selangor
str_57112	None, Semenyih, Selangor
str_56222	None, Sentul, Kuala Lumpur
str_58520	None, Sentul, Kuala Lumpur
str_58154	None, Bayan Baru, Penang
str_55364	None, Georgetown, Penang
str_59058	None, Georgetown, Penang
str_56121	None, Georgetown, Penang
str_60160	None, Georgetown, Penang
str_60036	None, Shah Alam, Selangor
str_55528	None, Shah Alam, Selangor
str_59911	None, Sungai Ara, Penang
str_59471	None, Sungai Dua, Penang
str_57105	None, Kuala Selangor, Selangor
str_57717	None, Mantin, Negeri Sembilan
str_59498	None, Shah Alam, Selangor
str_56617	None, Bayan Lepas, Penang
str_56920	None, Bukit Katil, Melaka
str_58493	None, Port Klang, Selangor
str_55331	None, Segambut, Kuala Lumpur
str_56013	None, Puchong, Kuala Lumpur
str_56954	None, Ujong Pasir, Melaka
str_59071	None, Serdang, Selangor
str_58954	None, Sikamat, Negeri Sembilan
str_57813	None, Johor Bahru, Johor
str_58133	None, Kuching, Sarawak
str_58734	None, Gelugor, Penang
str_58465	None, Bangi, Selangor
str_57985	None, Bukit Jambul, Penang
str_60119	None, Kelana Jaya, Selangor
str_55695	None, Rawang, Selangor
str_57222	None, Subang Jaya, Selangor
str_60139	None, Cheras, Kuala Lumpur
str_56770	None, Kota Kinabalu, Sabah
str_57853	None, Kota Kinabalu, Sabah
str_59494	None, Kota Kinabalu, Sabah
str_57051	None, Seremban, Negeri Sembilan
str_56793	None, Batu Caves, Kuala Lumpur
str_59805	None, Bachang, Melaka
str_58369	None, Ampang, Selangor
str_58788	None, Ampang, Selangor
str_55957	None, Kajang, Selangor
str_60125	None, Ara Damansara, Selangor
str_55613	None, Bukit Jalil, Kuala Lumpur
str_57123	None, Bukit Mertajam, Penang
str_58162	None, Petaling Jaya, Selangor
str_55537	None, Setiawangsa, Kuala Lumpur
str_56702	None, Ampang, Selangor
str_58361	None, Seri Kembangan, Selangor
str_56127	None, Puchong, Selangor
str_60309	None, Tanjung Bungah, Penang
str_57386	None, Tanjung Bungah, Penang
str_57472	None, Wangsa Maju, Kuala Lumpur
str_60283	None, Wangsa Maju, Kuala Lumpur
str_59425	None, Kota Bharu, Kelantan
str_58682	None, Johor Bahru, Johor
str_59542	None, Shah Alam, Selangor
str_59509	None, Kuching, Sarawak
str_56219	None, Kota Bharu, Kelantan
str_58469	None, Seri Kembangan, Selangor
str_57298	None, Sri Petaling, Kuala Lumpur
str_57912	None, Sri Petaling, Kuala Lumpur
str_59106	None, Kuchai Lama, Kuala Lumpur
str_60092	None, Taman Melawati, Selangor
str_55616	None, Jalan Kuching, Kuala Lumpur
str_57458	None, Rawang, Selangor
str_57324	None, Jinjang, Kuala Lumpur
str_59080	None, Melaka City, Melaka
str_59543	None, Bukit Bintang, Kuala Lumpur
str_57892	None, Damansara Damai, Selangor
str_57995	None, Damansara Damai, Selangor
str_57049	None, Jalan Kuching, Kuala Lumpur
str_58413	None, Bukit Mertajam, Penang
str_57822	None, Subang Jaya, Selangor
str_57185	None, Cheras, Kuala Lumpur
str_59666	None, Seri Kembangan, Selangor
str_57508	None, Seri Kembangan, Selangor
str_60103	None, Kepong, Kuala Lumpur
str_55654	None, Keramat, Kuala Lumpur
str_58058	None, Bukit Tunku (Kenny Hills), Kuala Lumpur
str_58550	None, Taman Tun Dr Ismail, Kuala Lumpur
str_59308	None, Seri Kembangan, Selangor
str_58244	None, Jalan Klang Lama (Old Klang Road), Kuala Lumpur
str_60276	None, Jalan Klang Lama (Old Klang Road), Kuala Lumpur
str_59972	None, Jalan Klang Lama (Old Klang Road), Kuala Lumpur
str_57107	None, USJ, Selangor
str_59816	None, Miri, Sarawak
str_56453	None, Miri, Sarawak
str_56607	None, Skudai, Johor
str_56136	None, Bangi, Selangor
str_59729	None, Gurney, Penang
str_56868	None, KLCC, Kuala Lumpur
str_55543	None, Klang, Selangor
str_55953	None, Ipoh, Perak
str_55501	None, Ampang, Selangor
str_58430	None, Ampang, Selangor
str_58723	None, Kajang, Selangor
str_56927	None, Kuantan, Pahang
str_56942	None, Bintulu, Sarawak
str_60156	None, Banting, Selangor
str_56176	None, Dengkil, Selangor
str_56667	None, Jelutong, Penang
str_59375	None, Johor Bahru, Johor
str_58968	None, Masai, Johor
str_59929	None, Ampang, Kuala Lumpur
str_59407	None, Kepong, Kuala Lumpur
str_55405	None, Selayang, Selangor
str_58488	None, Sentul, Kuala Lumpur
str_60371	None, Petaling Jaya, Selangor
str_59159	None, Alor Gajah, Melaka
str_58284	None, Ulu Tiram, Johor
str_55572	None, Ampang, Selangor
str_56056	None, Cheras, Selangor
str_59222	None, Cyberjaya, Selangor
str_59095	None, Cyberjaya, Selangor
str_57080	None, Georgetown, Penang
str_60294	None, Georgetown, Penang
str_55808	None, Jinjang, Kuala Lumpur
str_56500	None, Shah Alam, Selangor
str_58956	None, Shah Alam, Selangor
str_59641	None, Shah Alam, Selangor
str_59168	None, Sungai Ara, Penang
str_57757	None, Sungai Ara, Penang
str_55486	None, Sungai Dua, Penang
str_56459	None, Johor Bahru, Johor
str_59526	None, Klang, Selangor
str_58979	None, Kajang, Selangor
str_55893	None, Ulu Klang, Selangor
str_56616	None, Johor Bahru, Johor
str_58122	None, Putrajaya, Putrajaya
str_57795	None, Batu Caves, Selangor
str_59223	None, Butterworth, Penang
str_57713	None, Melaka City, Melaka
str_58050	None, Gurney, Penang
str_57348	None, Port Klang, Selangor
str_55449	None, Puchong, Selangor
str_59343	None, Pulau Tikus, Penang
str_58688	None, Shah Alam, Selangor
str_56111	None, Muar, Johor
str_59442	None, Gelang Patah, Johor
str_60048	None, Serdang, Selangor
str_58064	None, Rawang, Selangor
str_56385	None, Tampoi, Johor
str_56079	None, Bentong, Pahang
str_57924	None, Ampang, Kuala Lumpur
str_59444	None, Nibong Tebal, Penang
str_58429	None, Nibong Tebal, Penang
str_60319	None, Subang Jaya, Selangor
str_57569	None, Georgetown, Penang
str_57218	None, Johor Bahru, Johor
str_59292	None, KL City, Kuala Lumpur
str_56695	None, Ampang, Selangor
str_60021	None, Kota Kinabalu, Sabah
str_56194	None, Mont Kiara, Kuala Lumpur
str_57957	None, Sungai Nibong, Penang
str_60335	None, Cheras, Kuala Lumpur
str_57404	None, Georgetown, Penang
str_57233	None, Batu Ferringhi, Penang
str_59347	None, Kepong, Selangor
str_57397	None, Batu Ferringhi, Penang
str_58622	None, Brickfields, Kuala Lumpur
str_57257	None, Bukit Jalil, Kuala Lumpur
str_55984	None, Petaling Jaya, Selangor
str_57814	None, Petaling Jaya, Selangor
str_56718	None, Petaling Jaya, Selangor
str_59151	None, Balakong, Selangor
str_59215	None, Ampang, Selangor
str_58176	None, Cheras, Selangor
str_56978	None, Petaling Jaya, Selangor
str_60143	None, Kota Samarahan, Sarawak
str_55656	None, Balakong, Selangor
str_55781	None, Selayang, Selangor
str_58380	None, Bandar Kinrara, Selangor
str_55410	None, Bandar Kinrara, Selangor
str_55787	None, Klang, Selangor
str_55541	None, Ayer Itam, Penang
str_59753	None, Rawang, Selangor
str_57858	None, Bandar Kinrara, Selangor
str_59995	None, Puchong, Selangor
str_56054	None, Bukit Jambul, Penang
str_58936	None, Semenyih, Selangor
str_60297	None, Subang Jaya, Selangor
str_59904	None, Bangsar, Kuala Lumpur
str_57349	None, Bandar Sunway, Selangor
str_59408	None, Sungai Buloh, Selangor
str_57686	None, Damansara Damai, Selangor
str_58805	None, Desa ParkCity, Kuala Lumpur
str_59982	None, Port Dickson, Negeri Sembilan
str_55830	None, Butterworth, Penang
str_55599	None, Kepong, Kuala Lumpur
str_56788	None, Teluk Kumbar, Penang
str_60106	None, Sungei Baru Tengah, Melaka
str_59851	None, Setia Alam, Selangor
str_59893	None, Seri Kembangan, Selangor
str_56389	None, Bandar Menjalara, Kuala Lumpur
str_60228	None, Bandar Puncak Alam, Selangor
str_58830	None, Iskandar Puteri (Nusajaya), Johor
str_58820	None, Damansara Heights, Kuala Lumpur
str_58791	None, Kampung Kerinchi (Bangsar South), Kuala Lumpur
str_55735	None, USJ, Selangor
str_55571	None, Serdang, Selangor
str_59406	None, Perai, Penang
str_58357	None, Kampar, Perak
str_60162	None, Skudai, Johor
str_57132	None, Ampang, Kuala Lumpur
str_58998	None, Bangi, Selangor
str_60152	None, Klang, Selangor
str_57432	None, Taiping, Perak
str_60267	None, Bentong, Pahang
str_55511	None, Gelugor, Penang
str_60136	None, Kajang, Selangor
str_56745	None, Kajang, Selangor
str_58506	None, KLCC, Kuala Lumpur
str_58684	None, Kuching, Sarawak
str_59751	None, Kuching, Sarawak
str_57394	None, Kuching, Sarawak
str_58865	None, Dengkil, Selangor
str_55825	None, Puchong, Selangor
str_58641	None, Puchong, Selangor
str_58072	None, Brinchang, Pahang
str_59775	None, Kota Kinabalu, Sabah
str_57746	None, Kepong, Selangor
str_57945	None, Puchong, Selangor
str_60138	None, Batu Maung, Penang
str_56916	None, Jelutong, Penang
str_60332	None, KL City, Kuala Lumpur
str_58631	None, Shah Alam, Selangor
str_57510	None, Sungai Dua, Penang
str_55889	None, Klang, Selangor
str_56088	None, Balik Pulau, Penang
str_57490	None, Butterworth, Penang
str_59123	None, Kepong, Selangor
str_60369	None, Melaka City, Melaka
str_58541	None, Melaka City, Melaka
str_57831	None, Kajang, Selangor
str_57311	None, Serendah, Selangor
str_57890	None, Serdang, Selangor
str_55842	None, Serdang, Selangor
str_56108	None, Butterworth, Penang
str_56122	None, KLCC, Kuala Lumpur
str_56196	None, Kota Kinabalu, Sabah
str_55622	None, Kota Kinabalu, Sabah
str_58902	None, Cheras, Kuala Lumpur
str_60401	None, Selayang, Selangor
str_60258	None, Ampang, Kuala Lumpur
str_56671	None, Ampang, Selangor
str_57074	None, Bukit Jalil, Kuala Lumpur
str_60046	None, Ampang, Selangor
str_57306	None, Kajang, Selangor
str_55742	None, Semenyih, Selangor
str_57357	None, Shah Alam, Selangor
str_60011	None, Putrajaya, Putrajaya
str_60404	None, Ampang, Selangor
str_58593	None, Mont Kiara, Kuala Lumpur
str_57691	None, Cheras, Selangor
str_60068	None, Bukit Mertajam, Penang
str_55550	None, Bukit Mertajam, Penang
str_56925	None, City Centre, Kuala Lumpur
str_55342	None, Petaling Jaya, Selangor
str_59979	None, Petaling Jaya, Selangor
str_58856	None, Petaling Jaya, Selangor
str_55423	None, Petaling Jaya, Selangor
str_56040	None, Balakong, Selangor
str_57180	None, Balakong, Selangor
str_57466	None, Ayer Itam, Penang
str_57920	None, Tanjong Tokong, Penang
str_60040	None, Tanjung Bungah, Penang
str_56463	None, Wangsa Maju, Kuala Lumpur
str_56486	None, Shah Alam, Selangor
str_58528	None, Setapak, Kuala Lumpur
str_55530	None, Selayang, Selangor
str_58247	None, Sentul, Kuala Lumpur
str_59404	None, Kota Damansara, Selangor
str_60054	None, Kota Damansara, Selangor
str_56272	None, Kota Damansara, Selangor
str_57880	None, Seri Kembangan, Selangor
str_59226	None, Seri Kembangan, Selangor
str_59368	None, Kajang, Selangor
str_60044	None, Puchong, Selangor
str_57195	None, Bukit Bintang, Kuala Lumpur
str_56491	None, Petaling Jaya, Selangor
str_57070	None, Iskandar Puteri (Nusajaya), Johor
str_56128	None, Shah Alam, Selangor
str_57058	None, Subang Jaya, Selangor
str_57109	None, Balik Pulau, Penang
str_55570	None, Desa ParkCity, Kuala Lumpur
str_56178	None, Cheras, Kuala Lumpur
str_55709	None, Wangsa Maju, Kuala Lumpur
str_58819	None, Seri Kembangan, Selangor
str_60089	None, Mutiara Damansara, Selangor
str_58232	None, Sungai Buloh, Selangor
str_55657	None, Tanjong Duabelas, Selangor
str_55369	None, Sungai Buloh, Selangor
str_59356	None, Desa Petaling, Kuala Lumpur
str_57828	None, Bandar Kinrara, Selangor
str_55833	None, Bandar Bukit Raja, Selangor
str_59922	None, Petaling Jaya, Selangor
str_59179	None, Jalan Klang Lama (Old Klang Road), Kuala Lumpur
str_56892	None, Bukit Tunku (Kenny Hills), Kuala Lumpur
str_57019	None, Muar, Johor
str_57416	None, Shah Alam, Selangor
str_56897	None, Bentong, Pahang
str_58102	None, Bentong, Pahang
str_58646	None, Cheras, Selangor
str_59394	None, Cheras, Selangor
str_58558	None, Kajang, Selangor
str_56216	None, Kepong, Selangor
str_57308	None, KLCC, Kuala Lumpur
str_59818	None, Klebang, Melaka
str_55456	None, Ayer Itam, Penang
str_59658	None, Kuching, Sarawak
str_56469	None, Kuching, Sarawak
str_57374	None, Sandakan, Sabah
str_60076	None, Puchong, Selangor
str_59549	None, Puchong, Selangor
str_58847	None, Puchong, Selangor
str_59744	None, Seremban, Negeri Sembilan
str_58914	None, Ayer Itam, Penang
str_55755	None, Ayer Itam, Penang
str_55827	None, Cheras, Kuala Lumpur
str_56304	None, Pantai, Kuala Lumpur
str_60377	None, Semenyih, Selangor
str_57607	None, Gelugor, Penang
str_57351	None, Gelugor, Penang
str_56821	None, Cyberjaya, Selangor
str_57135	None, Georgetown, Penang
str_57735	None, Jinjang, Kuala Lumpur
str_60009	None, Sepang, Selangor
str_55790	None, Setapak, Kuala Lumpur
str_57626	None, Shah Alam, Selangor
str_56053	None, Shah Alam, Selangor
str_59675	None, Shah Alam, Selangor
str_60003	None, Sungai Ara, Penang
str_58382	None, Tanah Rata, Pahang
str_56938	None, Johor Bahru, Johor
str_59669	None, Butterworth, Penang
str_59879	None, Melaka City, Melaka
str_56549	None, Pulau Tikus, Penang
str_58923	None, Pulau Tikus, Penang
str_55780	None, Setia Alam, Selangor
str_58481	None, Tampoi, Johor
str_55694	None, Skudai, Johor
str_57312	None, Gelang Patah, Johor
str_58096	None, Klang, Selangor
str_57680	None, Skudai, Johor
str_55689	None, Kuching, Sarawak
str_56520	None, Bukit Jambul, Penang
str_57568	None, KLCC, Kuala Lumpur
str_59420	None, Kepong, Kuala Lumpur
str_59390	None, Teluk Kumbar, Penang
str_58100	None, Serendah, Selangor
str_58526	None, Shah Alam, Selangor
str_55713	None, Setapak, Kuala Lumpur
str_58576	None, Butterworth, Penang
str_58313	None, Kota Kinabalu, Sabah
str_60348	None, Seputeh, Kuala Lumpur
str_55318	None, Cheras, Selangor
str_55802	None, Melaka Tengah, Melaka
str_58534	None, Sungai Buloh, Selangor
str_59949	None, Ampang, Selangor
str_56764	None, Cheras, Selangor
str_57426	None, Taman Desa, Kuala Lumpur
str_58262	None, Taman Desa, Kuala Lumpur
str_57459	None, Ampang, Selangor
str_57511	None, Ampang, Selangor
str_55517	None, Cheras, Kuala Lumpur
str_55719	None, Cheras, Kuala Lumpur
str_55524	None, Kepong, Selangor
str_58708	None, Klang, Selangor
str_60105	None, Batu Ferringhi, Penang
str_59025	None, Bangsar, Kuala Lumpur
str_57063	None, Kuchai Lama, Kuala Lumpur
str_60240	None, Petaling Jaya, Selangor
str_58229	None, Petaling Jaya, Selangor
str_56233	None, Kajang, Selangor
str_55845	None, Seberang Perai, Penang
str_58964	None, Puchong, Selangor
str_57077	None, Johor Bahru, Johor
str_58347	None, Wangsa Maju, Kuala Lumpur
str_56135	None, Puchong, Selangor
str_57452	None, Ulu Klang, Selangor
str_59623	None, Kota Samarahan, Sarawak
str_55721	None, Cheras, Kuala Lumpur
str_59976	None, Ayer Itam, Penang
str_55711	None, Bandar Kinrara, Selangor
str_59673	None, Puchong, Selangor
str_57439	None, Kota Damansara, Selangor
str_58752	None, Ampang Hilir, Kuala Lumpur
str_57802	None, Cheras, Selangor
str_57991	None, Jinjang, Kuala Lumpur
str_55998	None, Nilai, Negeri Sembilan
str_58607	None, Setia Alam, Selangor
str_56052	None, Bukit Bintang, Kuala Lumpur
str_58542	None, Kajang, Selangor
str_57482	None, Salak Selatan, Kuala Lumpur
str_59098	None, Bandar Sunway, Selangor
str_56578	None, Dutamas, Kuala Lumpur
str_57251	None, Permas Jaya, Johor
str_56357	None, Tanjong Duabelas, Selangor
str_55866	None, Sri Petaling, Kuala Lumpur
str_59014	None, Seri Kembangan, Selangor
str_56545	None, Johor Bahru, Johor
str_57926	None, Seri Kembangan, Selangor
str_56655	None, Segambut, Kuala Lumpur
str_57240	None, Bandar Sri Damansara, Selangor
str_55702	None, Glenmarie, Selangor
str_56572	None, Taman Tun Dr Ismail, Kuala Lumpur
str_56180	None, Jalan Klang Lama (Old Klang Road), Kuala Lumpur
str_56748	None, Jalan Klang Lama (Old Klang Road), Kuala Lumpur
str_55714	None, Ipoh, Perak
str_57805	None, Sibu, Sarawak
str_56666	None, Teras, Pahang
str_57353	None, Klang, Selangor
str_58796	None, Ampang, Selangor
str_56752	None, Ampang, Selangor
str_58189	None, Bentong, Pahang
str_60300	None, Cheras, Selangor
str_57036	None, Gelugor, Penang
str_60301	None, KLCC, Kuala Lumpur
str_59527	None, KLCC, Kuala Lumpur
str_58781	None, KLCC, Kuala Lumpur
str_59254	None, Klebang, Melaka
str_57546	None, Kuantan, Pahang
str_57183	None, Rawang, Selangor
str_59554	None, Kuching, Sarawak
str_55859	None, Kuching, Sarawak
str_57003	None, Mont Kiara, Kuala Lumpur
str_58599	None, Jelutong, Penang
str_55807	None, Jelutong, Penang
str_59339	None, Jelutong, Penang
str_55472	None, Jelutong, Penang
str_59991	None, Puchong, Selangor
str_57408	None, Puchong, Selangor
str_56903	None, Puchong, Selangor
str_59136	None, Penampang, Sabah
str_60056	None, Selayang, Selangor
str_59230	None, Selayang, Selangor
str_56574	None, Semenyih, Selangor
str_57716	None, Sentul, Kuala Lumpur
str_56263	None, Bangsar, Kuala Lumpur
str_57412	None, Bukit Baru, Melaka
str_56099	None, Cyberjaya, Selangor
str_56299	None, Georgetown, Penang
str_56668	None, Georgetown, Penang
str_59472	None, Hulu Telom, Pahang
str_57857	None, Keramat, Kuala Lumpur
str_55351	None, Keramat, Kuala Lumpur
str_59059	None, Shah Alam, Selangor
str_56371	None, Shah Alam, Selangor
str_56032	None, Sungai Dua, Penang
str_59131	None, Johor Bahru, Johor
str_58063	None, Ampang, Selangor
str_57578	None, Kulai, Johor
str_59912	None, Bayan Lepas, Penang
str_56360	None, Melaka City, Melaka
str_57772	None, Kajang, Selangor
